Event,Name,Gender,Occupation,Keyword,Text
"{'text': 'earned', 'lemma': 'earn', 'start_token': 1, 'end_token': 1}",Jason Mantzoukas,M,podcasters,earn,"Mantzoukas earned credit for writing the screenplay draft of the buddy cop comedy, Ride Along, starring Ice Cube and Kevin Hart.[35] He originally was asked to write for Andy Samberg as one of the leads, but the rights to the film were ultimately purchased by Universal Studios who later cast Hart in the role originally intended for Samberg.[36] He "
"{'text': 'earned', 'lemma': 'earn', 'start_token': 58, 'end_token': 58}",Ben Wikler,M,podcasters,earn,"Wikler announced his campaign for chair of the Democratic Party of Wisconsin (DPW) on February 21, 2019, running on a slate with Felesia Martin and Lee Snodgrass.[36] On June 2, 2019, Wikler was elected chair of DPW.[37] He received 1,006 votes, beating opposing candidate state Rep. David Bowen who earned 233 votes.[38]
"
"{'text': 'premiered', 'lemma': 'premier', 'start_token': 5, 'end_token': 5}",Veronica Belmont,F,podcasters,premier,"Gizmodo: The Gadget Testers premiered on March 18, 2013 on BBC America.[16] Belmont is one of the co-hosts and testers who tests the latest gadgets in outrageous and extreme ways.
"
"{'text': 'premiered', 'lemma': 'premier', 'start_token': 19, 'end_token': 19}",Amy Schumer,F,podcasters,premier,"Schumer released a standup comedy album, Cutting, in 2011.[39] Her standup comedy special Mostly Sex Stuff premiered on Comedy Central on August 18, 2012, to positive reviews.[40] Schumer said in February 2012, ""I don't like the observational stuff. I like tackling the stuff nobody else talks about, like the darkest, most serious thing about yourse"
"{'text': 'premiered', 'lemma': 'premier', 'start_token': 24, 'end_token': 24}",Kevin Smith,M,podcasters,premier,"A stand-up special, entitled Kevin Smith: Silent But Deadly, filmed a mere hour before Smith's heart attack, premiered in 2018 on the cable channel Showtime and was later released to DVD.
"
"{'text': 'premiered', 'lemma': 'premier', 'start_token': 25, 'end_token': 25}",Kevin Smith,M,podcasters,premier,"Smith teamed with AMC and The Weinstein Company to co-host a late night talk show with Greg Grunberg, Geeking Out, which premiered in July 2016, covering San Diego Comic-Con with 8 subsequent episodes running weekly.[143][144][145]
"
"{'text': 'premiered', 'lemma': 'premier', 'start_token': 7, 'end_token': 7}",Kevin Smith,M,podcasters,premier,"On June 4, 2012, Smith premiered his Hulu-exclusive weekly series Spoilers, described as an ""anti-movie review"" series, where Smith takes a group of people to a new movie and has them comment on what they've seen. Other segments on the show include interviews with celebrities, and the ""Criterion Lounge"", where Smith discusses a Criterion Collection"
"{'text': 'directed', 'lemma': 'direct', 'start_token': 27, 'end_token': 27}",Tracye McQuirter,F,podcasters,direct,"McQuirter co-founded the Black Vegetarian Society of New York in 2002, while in graduate school at New York University.[5][9]After returning to DC, McQuirter directed the first federally funded vegan nutrition program in the U.S., the Vegetarian Society of DC Eat Smart Program, from 2004 to 2009. McQuirter also created the first vegan cooking and l"
"{'text': 'directed', 'lemma': 'direct', 'start_token': 30, 'end_token': 30}",Sarah Silverman,F,podcasters,direct,"In 2005, Silverman released a concert film, Sarah Silverman: Jesus Is Magic, based on her one-woman show of the same name. Liam Lynch directed the film, which was distributed by Roadside Attractions. It received 64% positive ratings based on 84 reviews on the film critics aggregator Web site Rotten Tomatoes,[32] and earned approximately $1.3 millio"
"{'text': 'directed', 'lemma': 'direct', 'start_token': 47, 'end_token': 47}",Graham Elwood,M,podcasters,direct,"In 2008, he co-founded and continues to host Comedy Film Nerds with Chris Mancini, a weekly podcast.[5]  Along with his US tours, Elwood has done 5 USO tours to Afghanistan and Iraq to perform for the troops. He has directed Laffghanistan: Comedy Down Range, a documentary about his experience overseas, entertaining the troops and Graham Elwood: Liv"
"{'text': 'directed', 'lemma': 'direct', 'start_token': 3, 'end_token': 3}",Kevin Smith,M,podcasters,direct,"In 2013 Smith directed Tusk, a horror movie inspired by a story Smith and Mosier read about a Gumtree ad for a man who rents out a room in his house for free on the condition that the respondent dresses as a walrus for two hours per day.[66] The project began pre-production in September 2013,[67] and was shot in November of that year.[68][69] Relea"
"{'text': 'directed', 'lemma': 'direct', 'start_token': 3, 'end_token': 3}",Kevin Smith,M,podcasters,direct,"Smith wrote and directed one segment, Halloween, of the 2016 horror anthology film Holidays, in which each segment takes place during a different holiday.[73]
"
"{'text': 'directed', 'lemma': 'direct', 'start_token': 25, 'end_token': 25}",Kevin Smith,M,podcasters,direct,"In January 2016, Smith wrapped production on a pilot episode for a planned half-hour comedy series, Hollyweed. He wrote and directed the pilot, which starred Smith and Donnell Rawlings, along with Kristin Bauer van Straten, Frankie Shaw, Jason Mewes, Ralph Garman, Adam Brody, Hina Abdullah, Pete Pietrangeliand and Harley Quinn Smith.[129][130] The "
"{'text': 'directed', 'lemma': 'direct', 'start_token': 50, 'end_token': 50}",Kevin Smith,M,podcasters,direct,"Smith does a voice cameo in Superman: Doomsday as a bystander. He also had a cameo appearance as ""Bob the Security Guard"" alongside Jason Mewes as ""Jay the Security Guard"" on The Flash episode, ""Null and Annoyed,"" which he also directed.
"
"{'text': 'asking', 'lemma': 'ask', 'start_token': 49, 'end_token': 49}",Erin Gruwell,F,podcasters,ask,"After her year of student teaching, Gruwell returned to Wilson as a full teacher, this time with a class of sophomores. Her fall semester got off to a rocky start due to student protests of Proposition 187. But Gruwell persevered and reached her students by asking them to keep journals and make movies of their lives, and by relating the family feud"
"{'text': 'asked', 'lemma': 'ask', 'start_token': 50, 'end_token': 50}",Jon Lovitz,M,podcasters,ask,"Hanukkah Harry, one of Lovitz's most memorable roles, cast him in 1989 as a Jewish contemporary of Santa Claus who lives on Mount Sinai and travels the globe with a cart flown by three donkeys to give bland gifts to Jewish boys and girls. Harry is asked to fill in when Santa falls ill on Christmas Eve.
"
"{'text': 'asked', 'lemma': 'ask', 'start_token': 27, 'end_token': 27}",Jason Mantzoukas,M,podcasters,ask,"Mantzoukas earned credit for writing the screenplay draft of the buddy cop comedy, Ride Along, starring Ice Cube and Kevin Hart.[35] He originally was asked to write for Andy Samberg as one of the leads, but the rights to the film were ultimately purchased by Universal Studios who later cast Hart in the role originally intended for Samberg.[36] He "
"{'text': 'continued', 'lemma': 'continue', 'start_token': 69, 'end_token': 69}",Christy Lemire,F,podcasters,continue,"She was one of the regular critics on the YouTube show What The Flick?! hosted on The Young Turks network, from 2010 to 2018. In August 2018, The Young Turks network canceled What The Flick?!  along with Pop Trigger and Nerd Alert to focus on news content.[14] Lemire and fellow hosts Alonso Duralde, Ben Mankiewicz, and Matt Atchity continued the se"
"{'text': 'continues', 'lemma': 'continue', 'start_token': 64, 'end_token': 64}",Aisha Tyler,F,podcasters,continue,"Following her regular role on the CBS series Ghost Whisperer during its first season, Tyler appeared in several films, including The Santa Clause 2, The Santa Clause 3: The Escape Clause, .45, and the comedy Balls of Fury. In 2007, she filmed the thriller Death Sentence and the crime drama Black Water Transit. She also continues to appear on televi"
"{'text': 'continues', 'lemma': 'continue', 'start_token': 1, 'end_token': 1}",Neal Brennan,M,podcasters,continue,"Brennan continues to perform stand-up regularly in the Los Angeles area as well as nationally.[36][37] He has also appeared on Last Call with Carson Daly, Late Night with Jimmy Fallon, Lopez Tonight, and Conan.[9][25][38]
"
"{'text': 'continued', 'lemma': 'continue', 'start_token': 57, 'end_token': 57}",Brandon Hardesty,M,podcasters,continue,"In September 2007, upon seeing Hardesty's YouTube videos, a producer of the film Bart Got a Room e-mailed Hardesty expressing interest in casting him for a supporting role.[citation needed] Hardesty auditioned, got the part, and spent three weeks in Florida for the shoot.[citation needed] After the film Hardesty continued to audition for films and "
"{'text': 'provides', 'lemma': 'provide', 'start_token': 57, 'end_token': 57}",Nicole Byer,F,podcasters,provide,"In 2020, Byer launched a weekly podcast, Newcomers: Star Wars, on the HeadGum podcast network alongside Lauren Lapkus, in which the two friends watch the Star Wars films for the first time and comment on their feelings on each movie as newcomers to the series.[29] Each episode features a guest who provides more background on the series and characte"
"{'text': 'provides', 'lemma': 'provide', 'start_token': 19, 'end_token': 19}",Sam Harris,M,podcasters,provide,"In September 2018, Harris released a meditation course app, Waking Up with Sam Harris.[16] The app provides daily meditations, long guided meditations, and a selection of other lessons on various related topics.[16] Users of the app are introduced to a number of types of meditation, such as mindfulness meditation, vipassanā-style meditation, and lo"
"{'text': 'provided', 'lemma': 'provide', 'start_token': 2, 'end_token': 2}",Gilbert Gottfried,M,podcasters,provide,"Gottfried has provided the voice of the duck in the Aflac commercials and Digit in Cyberchase, as well as Mister Mxyzptlk in Superman: The Animated Series. He reprised his role as Mxyzptlk in Lego Batman 3: Beyond Gotham, Justice League Action, and Lego DC Super-Villains. He also voiced a nasty wisecracking criminal genius named Nick-Nack in two ep"
"{'text': 'bringing', 'lemma': 'bring', 'start_token': 53, 'end_token': 53}",Amy Siskind,F,podcasters,bring,"In August 2008, Siskind co-founded The New Agenda in her living room with 30 Hillary Clinton supporters who alleged sexism and misogyny were at play during the 2008 election.[12][13] The New Agenda is a non-profit organization ""dedicated to improving the lives of women and girls by bringing about systemic change in the media, at the workplace, at s"
"{'text': 'brought', 'lemma': 'bring', 'start_token': 31, 'end_token': 31}",Tracye McQuirter,F,podcasters,bring,"McQuirter was introduced to vegetarianism by her 7th-grade teachers at Sidwell Friends School. When McQuirter was a sophomore at Amherst College in 1986, the Black Student Union brought global human rights activist and Civil Rights Movement legend Dick Gregory to campus to talk about the state of Black America. Instead, he talked about the plate of"
"{'text': 'bringing', 'lemma': 'bring', 'start_token': 49, 'end_token': 49}",Ben Gleib,M,podcasters,bring,"Gleib was a one time roundtable guest on the E! late night talk show Chelsea Lately and has been appearing on the show since January 2008.[1] He has been a frequent guest on KPCC (Southern California's NPR affiliate) on the Patt Morrison Program, bringing his comedic spin to political issues. He also reported for KPCC live from the 2008 Republican "
"{'text': 'brought', 'lemma': 'bring', 'start_token': 46, 'end_token': 46}",Hank Green,M,podcasters,bring,"Throughout high school and college Green created and designed websites for himself and local clients. His first project, the ""Mars Exploration Page"" in 1994, experienced minor success on the heels of the Mars Pathfinder Mission. Later website, IHateI4.com, brought press from local news channels and the Orlando Sentinel.[91] Green continued as a web"
"{'text': 'election', 'lemma': 'election', 'start_token': 14, 'end_token': 14}",Amy Siskind,F,podcasters,election,"Siskind was an early supporter of Hillary Clinton during the 2008 United States presidential election cycle, having previously supported Clinton's re-election bid to the United States Senate, and having taken her daughter to meet Clinton at an event in 2006.[10] Siskind has drawn criticism from liberals for voting for John McCain over Barack Obama."
"{'text': 'election', 'lemma': 'election', 'start_token': 43, 'end_token': 43}",David Axelrod (political consultant),M,podcasters,election,"In January 2013, Axelrod established a bipartisan Institute of Politics at the University of Chicago, where he serves as director.[58] On January 23, 2013, La Stampa reported that Axelrod was helping Italian prime minister Mario Monti with his election campaign and had flown to Italy to meet with Monti ten days earlier.[59]  Monti's coalition went "
"{'text': 'election', 'lemma': 'election', 'start_token': 25, 'end_token': 25}",Griffin McElroy,M,podcasters,election,"McElroy's journalism career began in 2007, when he began working as the weekend editor for Joystiq. During the 2008 United States presidential election, McElroy also  acted as MTV's local journalist for his home state of West Virginia.[8] He departed Joystiq in 2012 in order to found Polygon along with his brother Justin McElroy and Christopher Gra"
"{'text': 'sold', 'lemma': 'sell', 'start_token': 42, 'end_token': 42}",Jamie Denbo,F,podcasters,sell,"In December 2011, Denbo and Kerri Kenney-Silver made a pilot for Comedy Central called Dame Delilah’s Rabbit Hole Ranch based on a web-series they previously created and starred in. Her screenplay for Best Buds was sold to Vendome Pictures in 2010 with Natalie Portman attached to produce and star.[4] Denbo is also a contributing writer for The Huff"
"{'text': 'sold', 'lemma': 'sell', 'start_token': 65, 'end_token': 65}",Kevin Smith,M,podcasters,sell,"Smith moved back to New Jersey and got his old job back at a convenience store in Leonardo.[5][16] He decided to set his film, Clerks, at the store, borrowing the a-day-in-the-life structure from the Spike Lee film Do the Right Thing. Smith maxed out more than a dozen credit cards, and sold his much-treasured comic book collection, to raise $27,575"
"{'text': 'sold', 'lemma': 'sell', 'start_token': 2, 'end_token': 2}",Kevin Smith,M,podcasters,sell,"Smith made sold-out appearances at Carnegie Hall in 2009 and the Sydney Opera House in 2010.[151][152]
"
"{'text': 'sold', 'lemma': 'sell', 'start_token': 41, 'end_token': 41}",Drew Pinsky,M,podcasters,sell,"In 1999, Pinsky co-founded an Internet-based community and advice site for teenagers called DrDrew.com with Curtis Giesen. Among their early backers was Garage.com.[35] DrDrew.com soon ran out of funding, and the company was sold to Sherwood Partners Inc., a corporate restructuring firm, which sold the remnants to DrKoop.com in November 2000.[36]  "
"{'text': 'meet', 'lemma': 'meet', 'start_token': 38, 'end_token': 38}",Amy Siskind,F,podcasters,meet,"Siskind was an early supporter of Hillary Clinton during the 2008 United States presidential election cycle, having previously supported Clinton's re-election bid to the United States Senate, and having taken her daughter to meet Clinton at an event in 2006.[10] Siskind has drawn criticism from liberals for voting for John McCain over Barack Obama."
"{'text': 'met', 'lemma': 'meet', 'start_token': 8, 'end_token': 8}",Jennifer Schwalbach Smith,F,podcasters,meet,"Schwalbach was a USA Today reporter. She met film director Kevin Smith while interviewing him for an assignment. She got a job briefly at MTV but resigned after becoming pregnant with their daughter.[1]
"
"{'text': 'met', 'lemma': 'meet', 'start_token': 32, 'end_token': 32}",Michael Brooks (political commentator),M,podcasters,meet,"His early journalism and hosting work include his contributions to CivicActions, Talking Points Memo, and The David Pakman Show. Upon returning to New York City in 2012, Brooks met Sam Seder, and Seder was “immediately struck by his intelligence and his sense of humor and decided to hire him despite his ominous warning that he’s ‘not great with det"
"{'text': 'met', 'lemma': 'meet', 'start_token': 13, 'end_token': 13}",Matt Gourley,M,podcasters,meet,"Gourley began performing with ComedySportz in Los Angeles during elementary school.[5][18] He met Jeremy Carter at a ComedySportz tournament in San Jose in the mid-90s.[19] He spent years as an actor and improviser at various Disney theme parks along with Carter and Mark McConville, among others.[20][21] Gourley has also performed at Second City, I"
"{'text': 'read', 'lemma': 'read', 'start_token': 16, 'end_token': 16}",Kevin Smith,M,podcasters,read,"In 2013 Smith directed Tusk, a horror movie inspired by a story Smith and Mosier read about a Gumtree ad for a man who rents out a room in his house for free on the condition that the respondent dresses as a walrus for two hours per day.[66] The project began pre-production in September 2013,[67] and was shot in November of that year.[68][69] Relea"
"{'text': 'open', 'lemma': 'open', 'start_token': 15, 'end_token': 15}",Jane Marie,F,podcasters,open,"In 2016, she partnered with musician, producer and audio engineer Dann Gallucci to open a podcast production house and recording studio called Little Everywhere.[4] In addition to working with clients like Midroll, Earwolf, Stitcher and Audible, she is the host of Tinder's official podcast, DTR.
"
"{'text': 'opened', 'lemma': 'open', 'start_token': 7, 'end_token': 7}",Conan O'Brien,M,podcasters,open,"On April 12, 2010, O'Brien opened his two-month comedy tour in Eugene, Oregon, with a crowd of 2,500 and no TV cameras. The tour traveled through America's Northwest and Canada before moving on to larger cities, including Los Angeles and New York City, where he performed on the campuses that house both of the NBC-owned studios he formerly occupied."
"{'text': 'opened', 'lemma': 'open', 'start_token': 10, 'end_token': 10}",Matt Besser,M,podcasters,open,"Besser and the UCB moved on to other projects and opened comedy theaters in New York City and Los Angeles. Besser went on to be the creator and co-star of the Redman & Method Man MTV hidden camera prank show Stung. In 2004, he created and starred in his second Comedy Central show, Crossballs, which mocked news debate shows by pitting fake experts ("
"{'text': 'divorce', 'lemma': 'divorce', 'start_token': 17, 'end_token': 17}",Katie Lee (chef),F,writers,divorce,"In June 2011, Lee released her first novel, Groundswell, about a woman recovering from divorce who finds the healing power of surfing.[18]
"
"{'text': 'divorced', 'lemma': 'divorce', 'start_token': 10, 'end_token': 10}",John Oliver La Gorce,M,writers,divorce,"La Gorce was married to actress Betty Brice (they divorced in 1913), and had one child who he named after his friend, Gilbert Grosvenor La Gorce. His son died early in 1959, leaving La Gorce devastated. Nevertheless, he continued to work in the Society right up until his death in 1959. For less than three years, from May 1954 to January 1957, he ha"
"{'text': 'divorce', 'lemma': 'divorce', 'start_token': 28, 'end_token': 28}",Croix Sather,M,writers,divorce,"Sather started his career as a carpenter in the family business. He started a residential contracting and real estate investment business at age 24. After a divorce at 28, he began his personal development and life transformation journey. He started writing ""BetterBody BetterLife, Connecting the Mind and Body for Permanent Weight Loss"" in 1999 [not"
"{'text': 'marriage', 'lemma': 'marriage', 'start_token': 58, 'end_token': 58}",Caroline Bond Day,F,writers,marriage,"Caroline Bond Day occupied a variety of jobs following her graduation from Radcliffe. In 1919 in New York City, she worked with black soldiers and their families in support and relief services. Day also found work as a student secretary of the National Board of the YMCA in Montclair, New Jersey.[8] After her marriage to Aaron Day in 1920, she and h"
"{'text': 'marriage', 'lemma': 'marriage', 'start_token': 25, 'end_token': 25}",Brad Bell (producer),M,writers,marriage,"Bell caught the attention of television writer Jane Espenson when she discovered his pointed dissection of Carrie Prejean's public response to a question of marriage equality, during the 2009 Miss USA pageant.[8] Speaking to Out in August 2012, Espenson said, ""I was curious – who was this person who had at his age accumulated writing skills that ha"
"{'text': 'involved', 'lemma': 'involve', 'start_token': 9, 'end_token': 9}",Annette Kar Baxter,F,writers,involve,"In addition to her career at Barnard, Baxter involved herself in many other organizations. She served on the Board of Trustees for Conference in Theology for College and University Faculty, Kirkland College (Clinton, New York) and Middlesex School (Concord, Massachusetts). She was a consultant for the National Endowment for the Humanities, the Ford"
"{'text': 'involved', 'lemma': 'involve', 'start_token': 34, 'end_token': 34}",Mark D. Fabiani,M,writers,involve,"In 1989, Fabiani was also appointed Deputy Mayor of Los Angeles.[8] During that period, he managed the political strategy and media relations of the Office of the Mayor, and was involved in preparing and negotiating the city's $3.9 billion annual budget.[8][13] Fabiani's tenure coincided with reform efforts at the Los Angeles Police Department (LAP"
"{'text': 'involved', 'lemma': 'involve', 'start_token': 44, 'end_token': 44}",David Quammen,M,writers,involve,"Quammen was drawn to the state of Montana in the early 1970s for the trout fishing. He still lives in Montana, while traveling widely for National Geographic  and to research his books.  During autumn 2014, he was much involved, because of books and articles he has published, in the public discussion of the Ebola virus disease outbreak in West Afri"
"{'text': 'organized', 'lemma': 'organize', 'start_token': 2, 'end_token': 2}",Isabel McNeill Carley,F,writers,organize,"Carley also organized numerous Orff certification courses through AOSA. From 1992 to 1995, she contributed to the AOSA Recorder and Curriculum Task Forces.[1] Additionally, she taught courses in the United States (including Ball State University, University of Cincinnati, Rutgers University, Florida Atlantic University, Florida State University), a"
"{'text': 'organized', 'lemma': 'organize', 'start_token': 1, 'end_token': 1}",Rose Sommerfield,F,writers,organize,"She organized a free Sabbath school for Jewish children. She was principal of the elementary school of the Kitchen Garden Association, and also of the evening school for adult immigrants. She served as a director and assisted in organizing the Young Men's Hebrew Association of Baltimore. She gave model lessons in Hebrew at the Summer Assembly Jewis"
"{'text': 'organize', 'lemma': 'organize', 'start_token': 5, 'end_token': 5}",Evans Clark,M,writers,organize,"In 1920, he helped organize the Labor Bureau, Inc. (LBI), an independent professional group, with George Henry Soule Jr., Alfred L. Bernheim, David Saposs.  The LBI acted as economic advisers and public relations counselors for labor unions.[1][11]
"
"{'text': 'wedding', 'lemma': 'wedding', 'start_token': 37, 'end_token': 37}",Michelle Linn-Gust,F,writers,wedding,"On June 13, 2015, she married Gregory Rusk, the grandson of former Secretary of State Dean Rusk and the son of David Rusk, former mayor of Albuquerque. As a gift to their wedding guests, Michelle wrote a novel called The Green Dress and it was released on the day of the wedding.
"
"{'text': 'weddings', 'lemma': 'wedding', 'start_token': 48, 'end_token': 48}",Jinger Duggar Vuolo,F,writers,wedding,"The show follows the lives of the older Duggar children, with the early episodes focusing specifically on Jill Dillard and Jessa Seewald. The show expanded to include the rest of the Duggar children and their respective families. Notable events throughout the show have included the weddings of Jinger to Jeremy Vuolo, Joy-Anna to Austin Forsyth, Jos"
"{'text': 'donated', 'lemma': 'donate', 'start_token': 1, 'end_token': 1}",Inger McCabe Elliott,F,writers,donate,"She donated her personal collection of fabrics to the Los Angeles County Museum of Art. She is on the Advisory Board for the Connecticut Trust Foundation and owns a home in Stonington that is a converted former church.[11] She is the author of several books on fabrics and design, and has also published her photography in the series ""Henry's World"" "
"{'text': 'donated', 'lemma': 'donate', 'start_token': 67, 'end_token': 67}",Louise Maertz,F,writers,donate,"As a young woman during the American Civil War, she volunteered as a nurse, at first locally in Illinois, and then in Helena, Arkansas, and St. Louis, Missouri, among other assignments. She caught malaria in 1863, at an Army hospital in Mississippi.[3] She helped set up the Soldiers' Home in New Orleans.[4] In 1895 she donated money to the Blessing"
"{'text': 'donated', 'lemma': 'donate', 'start_token': 27, 'end_token': 27}",Robert Schwartzman,M,writers,donate,"Robert Schwartzman released his first solo album, Double Capricorn, on October 25, 2011. All profits from the sale of the album will be donated to the Tibetan Healing Fund, to help build a new birthing center.[3] He scored the 2013 film Palo Alto with Dev Hynes of Blood Orange.
"
"{'text': 'donated', 'lemma': 'donate', 'start_token': 41, 'end_token': 41}",Anderson Cooper,M,writers,donate,"In May 2006 Cooper published a memoir for HarperCollins, Dispatches from the Edge, detailing his life and work in Sri Lanka, Africa, Iraq and Louisiana over the previous year. Some of the book's proceeds are donated to charity.[41] The book topped The New York Times Best Seller list on June 18, 2006.[42]
"
"{'text': 'filled', 'lemma': 'fill', 'start_token': 1, 'end_token': 1}",S. Anna Gordon,F,writers,fill,"Gordon filled an engagement of one year as associate editor on the Central Wisconsin, and then joined her husband in Louisville, Kentucky, where he was stationed most of the time during the Civil War.[2]
"
"{'text': 'filled', 'lemma': 'fill', 'start_token': 26, 'end_token': 26}",Phyllis Diller,F,writers,fill,"Diller, a self-taught artist, began painting in 1963. She worked in acrylics, watercolors, and oils throughout the 1970s and filled her Brentwood, California home with her portraits and still lifes. In 2003, at age 86, she held the first of several ""art parties,"" selling her artwork along with her stage clothes and costume jewelry.[41][42]
"
"{'text': 'filled', 'lemma': 'fill', 'start_token': 13, 'end_token': 13}",Charlie Gasparino,M,writers,fill,"Gasparino also posts breaking news updates on Twitter and for several years regularly filled in for John Batchelor on Friday nights as the host of ""The John Batchelor Show"" on WABC-AM in New York City.
"
"{'text': 'fill', 'lemma': 'fill', 'start_token': 15, 'end_token': 15}",John Dickerson (journalist),M,writers,fill,"On May 10, 2019, CBS News President Susan Zirinsky said that Dickerson will fill in for a week (week of May 13, 2019) on the CBS Evening News after current anchor Jeff Glor stepped down. Glor was replaced by Norah O'Donnell on July 15, 2019.[14] CBS News used a rotating series of anchors to staff the broadcast until O'Donnell takes over, Zirinsky s"
"{'text': 'passing', 'lemma': 'pass', 'start_token': 56, 'end_token': 56}",Phyllis Diller,F,writers,pass,"Although retired from the stand-up circuit, Diller never fully left the entertainment industry. In 2005, she was featured as one of many contemporary comics in The Aristocrats. Diller, who avoided blue comedy, did a version of an old, risqué vaudeville routine, in which she describes herself passing out when she first heard the joke, forgetting the"
"{'text': 'passed', 'lemma': 'pass', 'start_token': 19, 'end_token': 19}",Matthew Labine,M,writers,pass,"Labine and his mother created Heart & Soul, a planned General Hospital spinoff. However, ABC Daytime passed on the show for a more cost-effective show.[3]
"
"{'text': 'passed', 'lemma': 'pass', 'start_token': 31, 'end_token': 31}",Wayne Madsen,M,writers,pass,"In 1984, Madsen reports that he was loaned to the National Security Agency by the Navy.[15] He resigned from the Navy in 1985 as a lieutenant, having been passed over for promotion. 
"
"{'text': 'participated', 'lemma': 'participate', 'start_token': 15, 'end_token': 15}",Marjorie Lord,F,writers,participate,"Lord remained active beyond her 90th birthday. On May 8, 2008, she participated in a ""Salute to Television Moms"" panel discussion organized by the Academy of Television Arts and Sciences.[citation needed]
"
"{'text': 'participated', 'lemma': 'participate', 'start_token': 24, 'end_token': 24}",Bill Gardner (author),M,writers,participate,"Gardner is also an international speaker on brand identity and graphic design. He presents logo trends annually at HOW Design Live and has participated in speaking engagements in countries around the world including Russia and India.[4] He is additionally a contributing author to LinkedIn Learning.[5]
"
"{'text': 'documented', 'lemma': 'document', 'start_token': 42, 'end_token': 42}",Merle Hoffman,F,writers,document,Hoffman's writing has appeared in numerous publications and journals including the American Journal of Obstetrics and Gynecology[21] and the Journal of the American Medical Women's Association.[22] Hoffman also published two studies with Adelphi University in the 80s that documented how poverty leads many women to choose abortions and showed that n
"{'text': 'documented', 'lemma': 'document', 'start_token': 50, 'end_token': 50}",Bethenny Frankel,F,writers,document,"In 2008, Frankel began starring in the reality television series The Real Housewives of New York City, which premiered in March on Bravo.[15] In June 2010, Frankel starred in the Bravo reality series Bethenny Getting Married? (later retitled Bethenny Ever After), which documented her engagement and marriage to Jason Hoppy as well as the birth of th"
"{'text': 'documented', 'lemma': 'document', 'start_token': 21, 'end_token': 21}",Robert Edward Edmondson,M,writers,document,"In a series of essays called American Vigilante Bulletins which eventually numbered over 400,[4] Edmondson in the 1930s and 1940s documented what he saw as the Jewish control of America in banking, the press and the media. His research[1] was the forerunner to Who Rules America? written and distributed decades later by Dr. William L. Pierce. In 195"
"{'text': 'argues', 'lemma': 'argue', 'start_token': 35, 'end_token': 35}",Judith Fetterley,F,writers,argue,"In a series of analyses of works by Faulkner, Fitzgerald, Hawthorne, Hemingway, Irving, James, and Mailer, Fetterly in The Resisting Reader places readerly experience at the forefront and argues that American literature—both past and present—has ""immasculated"" women readers by compelling them to identify with a so-called universal maleness. This im"
"{'text': 'argued', 'lemma': 'argue', 'start_token': 14, 'end_token': 14}",Gertrude Breslau Hunt,F,writers,argue,"In 1915, addressing the crowd at a suffrage rally in Pittsburgh, she argued for women's suffrage as a means of achieving equal pay:
"
"{'text': 'argued', 'lemma': 'argue', 'start_token': 30, 'end_token': 30}",Matt Welch,M,writers,argue,"In 2007, he wrote a portrayal of 2008 Republican presidential nominee John McCain from a libertarian perspective.  In McCain: The Myth of a Maverick,[12] Welch argued that a McCain presidency would advance a statist agenda.[13][14][15][16] Through an FOIA request, Welch obtained a copy of McCain's War College thesis which, based on his experience a"
"{'text': 'argued', 'lemma': 'argue', 'start_token': 2, 'end_token': 2}",Craig Unger,M,writers,argue,"Isikoff also argued there was nothing extraordinary about the evacuation of the Saudis because Tampa International Airport had reopened. Unger disagreed, noting, ""Commercial aviation slowly resumed on September 13, but at 10:57 am that day, the Federal Aviation Administration issued a Notice to Airmen stating that private aviation was still banned."
"{'text': 'elections', 'lemma': 'election', 'start_token': 47, 'end_token': 47}",Alexandra Pelosi,F,writers,election,"In 2016, Pelosi made Meet the Donors: Does Money Talk? about money's influence in politics.[18] In a profile in Vogue, Pelosi calls her film a ""light romp into the road map of the people and places that are funding our elections."" The film drops in on a handful of folks who rank on the OpenSecrets.org list of top donors.[19]
"
"{'text': 'election', 'lemma': 'election', 'start_token': 5, 'end_token': 5}",Doyle McManus,M,writers,election,"He has covered every presidential election since 1984.
"
"{'text': 'election', 'lemma': 'election', 'start_token': 30, 'end_token': 30}",Victor Lasky,M,writers,election,"Lasky professed the greatest political ""crime of the century"" was not the Watergate scandal, but what he describes as the ""theft"" of the 1960 Presidential election.
"
"{'text': 'protests', 'lemma': 'protest', 'start_token': 34, 'end_token': 34}",Victoria Law,F,writers,protest,"In her twenties, after having a child, Law's activism began to include raising awareness of parents in anarchist communities' need for solidarity, including free childcare activities at events and protests. Together with long-time mamazine maker China Martens, Law began doing workshops and editing compilation zines about parenting for activists and"
"{'text': 'protest', 'lemma': 'protest', 'start_token': 19, 'end_token': 19}",Zarina Zabrisky,F,writers,protest,"Zabrisky has been involved in campaigns concerning the human rights, including Pussy Riot movement, and organised a protest outside the Russian Consulate in 2013.  During interviews after the event, she stated, ""The Pussy Riot trial is an insult to me as a writer, a woman, and a human being.  I have been apolitical all my life. Most Russians know t"
